branch,branch_term,cnd_code,cnd_term,match_status,catalogue_product_id,catalogue_product_name,trade_name,device_name,device_model,manufacturer_name,manufacturer_srn,risk_class,legislation,device_status,basic_udi,primary_di,medical_purpose,certificate_numbers,notified_bodies,screening_reason,query_url,detail_url
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010282,INSTRUMENTS FOR RADIOTHERAPY SIMULATION - SOFTWARE ACCESSORIES,catalogue-match,limbus-contour,Limbus Contour,,,,Limbus AI Inc.,CA-MF-000025514,class-iib,,on-the-market,6280113821608Q,00628011382184,,,,matches existing DLinRT product Limbus Contour,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010282,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/77e1dd1f-1ba8-458b-be11-7460db749191
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010282,INSTRUMENTS FOR RADIOTHERAPY SIMULATION - SOFTWARE ACCESSORIES,catalogue-match,limbus-contour,Limbus Contour,Limbus Contour,,,Limbus AI Inc.,CA-MF-000025514,class-i,,no-longer-on-the-market,B-00628011382177,00628011382177,,,,matches existing DLinRT product Limbus Contour,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010282,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/40b5f4c8-b853-4a37-be22-0fb9a38b0bfc
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010492,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - MEDICAL DEVICE SOFTWARE,catalogue-match,manteia-accucontour,AccuContour,AccuContour,,,"Manteia Technologies Co., Ltd.",CN-MF-000023911,class-iia,,on-the-market,697312740AccuContourXE,06973127400029,,,,matches existing DLinRT product AccuContour,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010492,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/8c078f7e-ad37-4aa4-96bd-f6687ccdbfef
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010492,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - MEDICAL DEVICE SOFTWARE,catalogue-match,manteia-accucontour,AccuContour,AccuContour-Lite,,,"Manteia Technologies Co., Ltd.",CN-MF-000023911,class-iia,,on-the-market,697312740AccuContourLTQ3,06973127400050,,,,matches existing DLinRT product AccuContour,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010492,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/846c5234-23a9-4fb8-b146-5d64b35e2921
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010401,RADIOTHERAPY TREATMENT PLANNING SYSTEMS,catalogue-match,manteia-mozi,MOZI TPS,MOZI TPS,,,"Manteia Technologies Co., Ltd.",CN-MF-000023911,class-iib,,on-the-market,697312740MOZITPS77,06973127400081,,,,matches existing DLinRT product MOZI TPS,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010401,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/16cc39ca-1845-4f88-9d77-fe1a5882122a
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010292,INSTRUMENTS FOR RADIOTHERAPY SIMULATION - MEDICAL DEVICE SOFTWARE,catalogue-match,mvision-ai-contouring,Contour+,Contour+ (MVision AI Segmentation),,,MVision AI Oy,FI-MF-000013082,class-iia,,on-the-market,64298300642AISEG1.2SZ,06429830064206,,,,matches existing DLinRT product Contour+,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010292,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/4c999dd0-7b51-4875-b9a5-7ddab5a818c3
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010292,INSTRUMENTS FOR RADIOTHERAPY SIMULATION - MEDICAL DEVICE SOFTWARE,catalogue-match,mvision-dose-plus,Dose+,Dose+,,,MVision AI Oy,FI-MF-000013082,class-iia,,on-the-market,642983006423Dose1.0DH,06429830064237,,,,matches existing DLinRT product Dose+,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010292,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/c2f9d975-a3df-4c4c-b43c-a8144f4e8fbf
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010292,INSTRUMENTS FOR RADIOTHERAPY SIMULATION - MEDICAL DEVICE SOFTWARE,catalogue-match,mvision-ai-contouring,Contour+,MVision Segmentation Service,,,MVision AI Oy,FI-MF-000013082,class-i,,on-the-market,B-06429830064206,06429830064206,,,,matches existing DLinRT product Contour+,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010292,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/e0aa99ed-6215-4127-b896-8164b72fa0a0
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010292,INSTRUMENTS FOR RADIOTHERAPY SIMULATION - MEDICAL DEVICE SOFTWARE,catalogue-match,mvision-ai-workspace-plus,Workspace+,Workspace+,,,MVision AI Oy,FI-MF-000013082,class-iia,,on-the-market,642983006424WS1.0ZQ,06429830064244,,,,matches existing DLinRT product Workspace+,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010292,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/d9c8c738-2aba-4076-b8b6-3c703868a455
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010482,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - SOFTWARE ACCESSORIES,catalogue-match,spectronic-mriplanner,MRI Planner,MRI Planner,,,Spectronic Medical AB,SE-MF-000024476,class-iib,,on-the-market,B-07350097430017,07350097430017,,,,matches existing DLinRT product MRI Planner,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010482,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/ee75f243-921f-45ae-bb99-bdea40bc9a24
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010192,LINEAR ACCELERATORS - MEDICAL DEVICE SOFTWARE,catalogue-match,plan-ai,Plan AI,Plan AI,,,Sun Nuclear Corporation,US-MF-000020245,class-iib,,on-the-market,506060888PlanAIXR,05060608881574,,,,matches existing DLinRT product Plan AI,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/ed5594c0-de75-4fb6-a37d-e22c3a48e43b
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010482,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - SOFTWARE ACCESSORIES,catalogue-match,therapanacea-art-plan,ART-Plan+,ART-Plan,,,THERAPANACEA,FR-MF-000007672,class-iib,,on-the-market,3770019940ARTPLANN4,03770019940006,,,,matches existing DLinRT product ART-Plan+,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010482,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/6cfbc5ec-b3f8-4da1-a1f8-dde382f6aaa9
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010482,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - SOFTWARE ACCESSORIES,catalogue-match,therapanacea-art-plan,ART-Plan+,ART-Plan,,,THERAPANACEA,FR-MF-000007672,class-iib,,on-the-market,3770019940ARTPLANV2QP,03770019940013,,,,matches existing DLinRT product ART-Plan+,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010482,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/744f8dc6-885d-4cb5-912c-917f42cfa220
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010482,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - SOFTWARE ACCESSORIES,catalogue-match,therapanacea-art-plan,ART-Plan+,ART-Plan,,,THERAPANACEA,FR-MF-000007672,class-iib,,on-the-market,3770019940020YB,03770019940020,,,,matches existing DLinRT product ART-Plan+,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010482,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/fb38c69b-e563-4696-bd33-ebcb3172a943
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010401,RADIOTHERAPY TREATMENT PLANNING SYSTEMS,manual-review,,,Accuray Precision,,,Accuray Incorporated,US-MF-000010238,class-iib,,on-the-market,081137603PrecisionC3,00811376030221,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010401,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/7b19a27b-9107-4e77-bbe4-621e638a21f8
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11019092,VARIOUS RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,Adapt LTE Powered by Cenos,,,Accuray Incorporated,US-MF-000010238,class-i,,on-the-market,081137603AdaptLTEP9,00811376030863,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11019092,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/56901d4d-77ba-4554-9de1-3c843a53493d
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010392,BRACHYTHERAPY RADIATION SYSTEMS - MEDICAL DEVICE SOFTWARE,manual-review,,,3D Brachy Application,,,Adaptiiv Medical Technologies Inc.,CA-MF-000042710,class-i,,on-the-market,08600074023SoftwareEK,00860007402326,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010392,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/35402584-8be4-46e5-a5c7-f35afd8859ef
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010392,BRACHYTHERAPY RADIATION SYSTEMS - MEDICAL DEVICE SOFTWARE,manual-review,,,"SagiPlan® Treatment Planning System, preconfigured Notebook EN",,,BEBIG Medical GmbH,DE-MF-000012644,class-iib,,on-the-market,40659830002BC3,04065983000061,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010392,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/5f89620b-1df3-413a-b7f0-90c611298421
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010492,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,"RT Elements - Cranial SRS w/ Cones, 3.0",,,Brainlab SE,DE-MF-000006183,class-iib,,on-the-market,B-04056481000530,04056481000530,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010492,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/79d15655-0a46-49ec-ab51-0f9e79e3bdfd
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010492,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,"RT Elements - Cranial SRS, 3.0",,,Brainlab SE,DE-MF-000006183,class-iib,,on-the-market,B-04056481142100,04056481142100,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010492,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/12d99abb-fc46-41e3-9e32-66093d13892e
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010492,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,"RT Elements - Dose Review, 3.0",,,Brainlab SE,DE-MF-000006183,class-iib,,on-the-market,B-04056481142131,04056481142131,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010492,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/20d0b348-2acf-4b7e-bf9e-88b717d729b5
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010492,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,"RT Elements - Multiple Brain Mets SRS, 3.0",,,Brainlab SE,DE-MF-000006183,class-iib,,on-the-market,B-04056481142094,04056481142094,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010492,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/5d4d6dee-b84e-4ed1-b042-cbb0a8734a6f
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010492,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,"RT Elements - RT QA, 3.0",,,Brainlab SE,DE-MF-000006183,class-iib,,on-the-market,B-04056481142124,04056481142124,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010492,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/a154df41-4a18-4414-8201-cadfcca3f1c4
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010492,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,"RT Elements - Spine SRS, 3.0",,,Brainlab SE,DE-MF-000006183,class-iib,,on-the-market,B-04056481142117,04056481142117,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010492,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/388ade9b-1af9-4590-8106-d038b5ca2342
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010492,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,"RT Elements, 4.7",,,Brainlab SE,DE-MF-000006183,class-iib,,on-the-market,4056481RTElementsW8,04056481147945,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010492,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/c2e4a9b6-4e3f-4e09-bbb5-9f639098bc93
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11019092,VARIOUS RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,EPIbeam,,,DOSISOFT,FR-MF-000014706,class-iib,,on-the-market,B-+B501THINKQA0100060,+B501THINKQA0100060,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11019092,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/f97ab04f-00e4-4328-8760-fe7dcf44fd3d
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11019092,VARIOUS RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,EPIgray,,,DOSISOFT,FR-MF-000014706,class-iib,,on-the-market,B-+B501EPIGRAY0200100,+B501EPIGRAY0200100,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11019092,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/68cea146-b19d-4335-a82a-48ce2da20551
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010401,RADIOTHERAPY TREATMENT PLANNING SYSTEMS,manual-review,,,ISOgray,,,DOSISOFT,FR-MF-000014706,class-iib,,on-the-market,B-+B501ISOGRAY0403010,+B501ISOGRAY0403010,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010401,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/cb317912-339c-4133-a7b8-6bbd275feb04
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11019092,VARIOUS RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,MU2net,,,DOSISOFT,FR-MF-000014706,class-i,,on-the-market,B-+B501MU2NET0201010,+B501MU2NET0201010,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11019092,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/cf88bb03-b469-4f4f-8186-d7efce1a57f2
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11019092,VARIOUS RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,ThinkQA Edition 2,,,DOSISOFT,FR-MF-000014706,class-i,,on-the-market,++B501THINKQA0200000RP,+B501THINKQA0200020,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11019092,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/4cd72a66-cfda-4dc9-ba11-7d1297b13d2b
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010292,INSTRUMENTS FOR RADIOTHERAPY SIMULATION - MEDICAL DEVICE SOFTWARE,manual-review,,,EBS Preoperative planning software,,,Ekliptik razvoj in svetovanje d.o.o.,SI-MF-000001172,class-i,,on-the-market,B-03830061890954,03830061890954,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010292,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/4b3d5ac1-275c-4c8f-8346-1870d5bbdaa1
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010782,RADIOSURGERY INSTRUMENTS - SOFTWARE ACCESSORIES,manual-review,,,Leksell GammaPlan 11.5,,,Elekta Solutions AB,SE-MF-000002125,class-iib,,on-the-market,073400483BUDI000000001ZQ,07340201503898,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010782,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/9ebde251-2d9b-4a3a-8ab5-3678e111d393
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010401,RADIOTHERAPY TREATMENT PLANNING SYSTEMS,manual-review,,,Monaco RTP System,,,Elekta Solutions AB,SE-MF-000002125,class-iib,,on-the-market,00858164002BUDI0000002H9,07340201500118,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010401,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/c734a074-80d9-4098-9b2e-d1aab68ac818
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010492,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,Oncentra Brachy,,,Elekta Solutions AB,SE-MF-000002125,class-iib,,on-the-market,073402015BUDI000000030PE,07340201503966,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010492,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/4a6288a5-7c55-4e59-a15e-168c8a210323
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010401,RADIOTHERAPY TREATMENT PLANNING SYSTEMS,manual-review,,,radiance v4,,,GMV SOLUCIONES GLOBALES INERNET S.A.U.,ES-MF-000000685,class-iib,,on-the-market,B-08436567540017,08436567540017,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010401,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/bad7bd6c-401b-4698-b6c2-99a5bb5b85a2
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010401,RADIOTHERAPY TREATMENT PLANNING SYSTEMS,manual-review,,,Radiance v5,,,GMV SOLUCIONES GLOBALES INERNET S.A.U.,ES-MF-000000685,class-iib,,on-the-market,843656754RADIANCEA2,08436567540024,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010401,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/693e5748-1dfb-44c5-9071-1abc2b7d9655
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11019082,VARIOUS RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS - SOFTWARE ACCESSORIES,manual-review,,,,,,Ion Beam Applications SA,BE-PR-000050794,class-iib,,on-the-market,54040138IBA-PTC-00PN,05404013851010,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11019082,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/5b0cc575-367e-4843-b51c-44e28419a7ef
Z1101,RADIOTHERAPY AND RADIOSURGERY INSTRUMENTS,Z11010492,RADIOTHERAPY TREATMENT PLANNING INSTRUMENTS - MEDICAL DEVICE SOFTWARE,manual-review,,,4SeePlan,,,Linearbeam srl,IT-MF-000029516,class-iib,,no-longer-on-the-market,805361401TPS0017Y,80536140100042,,,,"Radiotherapy software record, but AI/deep-learning use is not disclosed in the EUDAMED row.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11010492,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/b82591bb-b9f3-4f86-912c-4385c72663a9
