branch,branch_term,cnd_code,cnd_term,match_status,catalogue_product_id,catalogue_product_name,trade_name,device_name,device_model,manufacturer_name,manufacturer_srn,risk_class,legislation,device_status,basic_udi,primary_di,medical_purpose,certificate_numbers,notified_bodies,screening_reason,query_url,detail_url
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,4D View 18,,,GE Healthcare Austria GmbH & Co OG,AT-MF-000001461,class-iia,,on-the-market,08406821BUG004647E,00840682137621,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/90255246-6e33-4c34-8a63-c421c39b63db
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,AutoAs,,,"GE Medical Systems Ultrasound and Primary Care Diagnostics, LLC",US-MF-000016119,class-iia,,on-the-market,08406821BUG006427E,00198953100509,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/2173ca7b-5833-4aba-a680-b1b79afee271
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,Caption AI,,,"GE Medical Systems Ultrasound and Primary Care Diagnostics, LLC",US-MF-000016119,class-iia,,on-the-market,08406821BUG005477K,00198953030233,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/20c23a11-9cb2-4b9d-839e-32bbe0cacdab
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,Caption Interpretation,,,"GE Medical Systems Ultrasound and Primary Care Diagnostics, LLC",US-MF-000016119,class-iia,,on-the-market,08406821BUG005487M,00198953038284,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/9b7a091b-71ad-4dda-9b34-995aee567834
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,Invenia ABUS,,,"GE Medical Systems Ultrasound and Primary Care Diagnostics, LLC",US-MF-000016119,class-iia,,on-the-market,8406821BUG00410H3,00840682141109,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/61f9b155-d0de-4112-b33d-7cd0f25105b0
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,Lung Guidance,,,"GE Medical Systems Ultrasound and Primary Care Diagnostics, LLC",US-MF-000016119,class-iia,,on-the-market,08406821BUG006437G,00198953160084,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/bfbcc837-e642-4ef3-85df-b283a17cdb0c
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,Venue Sprint,,,"GE Medical Systems Ultrasound and Primary Care Diagnostics, LLC",US-MF-000016119,class-iia,,on-the-market,08406821BUG004887U,00198953001387,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/a8f93753-f8e7-4232-ac30-cb86f1d4d370
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,Voluson SWIFT to BT23 UPG,,,"GE Ultrasound Korea, Ltd.",KR-MF-000001860,class-iia,,on-the-market,8406821BUG00293HP,00195278560124,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/5c49cf3b-49c6-4047-b544-c59597f92842
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,EchoPAC Plug-in,,,GE Vingmed Ultrasound AS,NO-MF-000000553,class-iia,,on-the-market,8406821BUG00256HH,00198953200438,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/80f4340a-b660-4418-9991-5ab35ab32189
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,Vscan Air,,,GE Vingmed Ultrasound AS,NO-MF-000000553,class-iia,,on-the-market,B-00840682147071,00840682147071,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/8eeb0626-5345-4eda-b431-8373929879dc
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,Vscan Air,,,GE Vingmed Ultrasound AS,NO-MF-000000553,class-iia,,on-the-market,B-00840682147101,00840682147101,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/857d047f-8254-4045-ae26-1c5b69460991
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,Vscan Air,,,GE Vingmed Ultrasound AS,NO-MF-000000553,class-iia,,on-the-market,8406821BUG00375HS,00198953157152,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/3981fc85-99f2-4b4b-9559-df8ffe62faef
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,uSINE,,,HiCura Medical Pte Ltd,SG-MF-000024811,class-iia,,on-the-market,8881300520ULSEE,88813005200140,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/12d54e87-4927-4384-9da7-d317d31d1d86
Z1104,ECHOGRAPHY INSTRUMENTS,Z11049082,VARIOUS ULTRASOUND INSTRUMENTS - SOFTWARE ACCESSORIES,out-of-scope,,,,,,IMT,FR-MF-000004673,class-iia,,on-the-market,B-03760264690214,03760264690214,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11049082,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/07db1a8a-2721-4e61-b641-4d78ee1e406b
Z1104,ECHOGRAPHY INSTRUMENTS,Z11049082,VARIOUS ULTRASOUND INSTRUMENTS - SOFTWARE ACCESSORIES,out-of-scope,,,,,,IMT,FR-MF-000004673,class-iia,,on-the-market,376026469MATHPACS3XY6X,03760264690115,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11049082,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/a9804da0-ae07-43ef-9bf9-adef3ff968f4
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,SimpliVue Software,,,Interson Corporation,US-MF-000020801,class-iia,,on-the-market,0850921007INT222UT,00850921007325,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/1c479bf9-ae83-4d2e-9ea7-573c1aef6ac3
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,ViewBladder,,,Interson Corporation,US-MF-000020801,class-iia,,on-the-market,0850921007INT111UH,00850921007240,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/7ea5c90f-7ed1-414f-8c87-8b667e7d2c79
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,UroNav,,,Invivo Corporation,US-MF-000002284,class-iia,,on-the-market,B-00884838089648,00884838089648,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/b59f5696-6716-404e-b83d-f121285b2914
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,PROMAP LITE,,,KOELIS,FR-MF-000000830,class-i,,on-the-market,B-03665134000714,03665134000714,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/589e3667-0ebc-4030-88f3-fb300a0aae16
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,,,,"Konica Minolta, Inc.",JP-MF-000008214,class-iia,,on-the-market,4560141920000778U,04560141949966,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/d6d2923f-2a3d-42fb-8a98-5771b652d42e
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,EchoRapp,,,MEDIRAPP AG,CH-MF-000045891,class-i,,on-the-market,764999276301EchoRappGA,07649992763024,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/97d7ab68-25f4-4c64-822e-041400868ab4
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,EchoRapp,,,MEDIRAPP AG,CH-MF-000045891,class-iia,,on-the-market,7649992763EchoRAPPVE,07649992763048,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/ac137414-cf02-46b9-a5d8-c553c9f4df0c
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,UroNav,,,Philips DS North America LLC,US-MF-000035802,class-iia,,on-the-market,0884838BM419T3,00884838107069,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/ffd4760b-b525-4831-8208-c403769047ea
Z1104,ECHOGRAPHY INSTRUMENTS,Z11049092,VARIOUS ULTRASOUND INSTRUMENTS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,Ultrasound Workspace,,,Philips Ultrasound LLC,US-MF-000002237,class-iia,,on-the-market,0884838BM1735MX,00884838129283,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11049092,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/54026237-a7cb-4567-8a5b-2d17220fb9f0
Z1104,ECHOGRAPHY INSTRUMENTS,Z11049082,VARIOUS ULTRASOUND INSTRUMENTS - SOFTWARE ACCESSORIES,out-of-scope,,,,,,Quipu S.R.L,IT-MF-000014758,class-iia,,on-the-market,805697713cvsuiteQQ,08056977130006,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11049082,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/c6953df7-0ed8-42bb-b3f3-1e70042ffc73
Z1104,ECHOGRAPHY INSTRUMENTS,Z11049092,VARIOUS ULTRASOUND INSTRUMENTS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,,,,RESPINOR AS,NO-MF-000012955,class-iia,,on-the-market,709005853DXTADL,07090058530096,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11049092,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/879a0917-bbf4-492f-81bb-7f4f050f7bc6
Z1104,ECHOGRAPHY INSTRUMENTS,Z11049092,VARIOUS ULTRASOUND INSTRUMENTS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,,,,Ropca A/S,DK-MF-000011938,class-iia,,on-the-market,57000022093D1PN,05700002209313,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11049092,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/3a08e3f0-bd74-4c18-9133-f2ca11245ad5
Z1104,ECHOGRAPHY INSTRUMENTS,Z11049082,VARIOUS ULTRASOUND INSTRUMENTS - SOFTWARE ACCESSORIES,out-of-scope,,,SonoPath AI,,,"Shanghai Avalantu Technology Co., Ltd.",CN-MF-000049432,class-i,,on-the-market,697910323010103010000N7,06979103230000,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11049082,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/d770081d-bb5e-46af-b927-7c0ae79674f8
Z1104,ECHOGRAPHY INSTRUMENTS,Z11049092,VARIOUS ULTRASOUND INSTRUMENTS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,MSK Go,,,SMART ALFA TEKNOLOJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TR-MF-000025385,class-iia,,on-the-market,86830794235MSKBV,08683079423530,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11049092,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/538406db-bb8b-4ac3-be56-5b82efc3d7dc
Z1104,ECHOGRAPHY INSTRUMENTS,Z11049092,VARIOUS ULTRASOUND INSTRUMENTS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,Nerveblox,,,SMART ALFA TEKNOLOJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TR-MF-000025385,class-iia,,on-the-market,86830794235NRVBXKR,08683079423516,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11049092,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/5c7b048d-9343-4c83-9afb-63f3bc473a04
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,OvAi Focus,,,SynDiag s.r.l.,IT-MF-000042169,class-i,,on-the-market,805259054OvAi2025KE,08052590540024,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/4a0853e4-9b67-455d-bf4c-0cee688ce984
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,UltraSight Guidance,,,UltraSight LTD,IL-MF-000035620,class-i,,on-the-market,7290019208USEG5C,72900192080750,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/4a5d048d-63d9-4da0-adb1-eceb8479526b
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040182,ULTRASOUND SCANNERS - SOFTWARE ACCESSORIES,out-of-scope,,,Vave Health Software Application,,,"Vave Health, Inc.",US-MF-000049264,class-iia,,on-the-market,0850001977VAF02R6,00850001977104,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040182,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/132735ad-ed76-44ee-9a15-42dece281a4e
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,Ventripoint Medical System Plus,,,Ventripoint Diagnostics Ltd.,CA-MF-000030095,class-iia,,on-the-market,7540263VMS+4YF,07540263000032,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/71a21dd3-e3fa-45e3-8281-57e25c291dd6
Z1104,ECHOGRAPHY INSTRUMENTS,Z11040192,ULTRASOUND SCANNERS - MEDICAL DEVICE SOFTWARE,out-of-scope,,,Ventripoint Medical System Plus (VMS+),,,Ventripoint Diagnostics Ltd.,CA-MF-000030095,class-iia,,on-the-market,7540263VMS+3YD,07540263000025,,,,No disclosed AI/deep-learning radiotherapy function in the EUDAMED row.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=300&size=300&languageIso2Code=en&cndCode=Z11040192,https://ec.europa.eu/tools/eudamed/api/devices/basicUdiData/udiDiData/ef730ef8-7f5c-4d43-bcc4-a7f3a0b3d5de
